passage,lineage,rep,BP,RI,sense,DVG_type,length_dvg,read_counts_virema,pBP_virema,pRI_virema,rpht_virema,read_counts_ditector,pBP_ditector,pRI_ditector,rpht_ditector
Five,C,One,1816,4106,Pos,Deletion_forward,7847,0,0,0,0,1,0.000503525,0,0.711860305
Five,C,One,1846,2290,Pos,Deletion_forward,9693,0,0,0,0,1,0.000529942,0,0.711860305
Five,C,One,1859,1518,Pos,Insertion_forward,10478,0,0,0,0,1,0.000505306,0,0.711860305
Five,C,One,1864,5181,Pos,Deletion_forward,6820,0,0,0,0,1,0.000522466,0,0.711860305
Five,C,One,1924,5149,Pos,Deletion_forward,6912,0,0,0,0,1,0.000337952,0,0.711860305
Five,C,One,1975,2172,Pos,Deletion_forward,9940,0,0,0,0,1,0.000497265,0,0.711860305
Five,C,One,1977,1795,Pos,Insertion_forward,10319,0,0,0,0,1,0.000488998,0,0.711860305
Five,C,One,2007,7334,Pos,Deletion_forward,4810,0,0,0,0,1,0.000425713,0,0.711860305
Five,C,One,200,107,Pos,Insertion_forward,10230,0,0,0,0,1,0.000550964,0,0.711860305
Five,C,One,2065,2185,Pos,Deletion_forward,10017,0,0,0,0,1,0.000563063,0,0.711860305
Five,C,One,2082,2520,Pos,Deletion_forward,9699,0,0,0,0,1,0.000502765,0,0.711860305
Five,C,One,2122,5334,Pos,Deletion_forward,6925,0,0,0,0,1,0.000423908,0,0.711860305
Five,C,One,2126,3594,Pos,Deletion_forward,8669,0,0,0,0,1,0.000441501,0,0.711860305
Five,C,One,2126,5328,Pos,Deletion_forward,6935,0,0,0,0,1,0.000441501,0,0.711860305
Five,C,One,2142,8561,Pos,Deletion_forward,3718,0,0,0,0,1,0.000583431,0,0.711860305
Five,C,One,2181,8366,Pos,Deletion_forward,3952,0,0,0,0,1,0.000437637,0,0.711860305
Five,C,One,2240,2098,Pos,Insertion_forward,10279,0,0,0,0,1,0.000570776,0,0.711860305
Five,C,One,2261,2102,Pos,Insertion_forward,10296,0,0,0,0,1,0.000493583,0,0.711860305
Five,C,One,227,3069,Pos,Deletion_forward,7295,0,0,0,0,1,0.000664011,0,0.711860305
Five,C,One,2334,4614,Pos,Deletion_forward,7857,0,0,0,0,1,0.000661376,0,0.711860305
Five,C,One,2339,2295,Pos,Insertion_forward,10181,0,0,0,0,1,0.000716332,0,0.711860305
Five,C,One,2350,4860,Pos,Deletion_forward,7627,0,0,0,0,1,0.000978474,0,0.711860305
Five,C,One,2381,5177,Pos,Deletion_forward,7341,0,0,0,0,1,0.000965251,0,0.711860305
Five,C,One,2556,4457,Pos,Deletion_forward,8236,0,0,0,0,1,0.000789889,0,0.711860305
Five,C,One,2569,2465,Pos,Insertion_forward,10241,0,0,0,0,1,0.000703235,0,0.711860305
Five,C,One,2594,2535,Pos,Insertion_forward,10196,0,0,0,0,1,0.000766871,0,0.711860305
Five,C,One,262,755,Pos,Deletion_forward,9644,0,0,0,0,1,0.000981354,0,0.711860305
Five,C,One,2645,7601,Pos,Deletion_forward,5181,0,0,0,0,1,0.000840336,0,0.711860305
Five,C,One,2663,8377,Pos,Deletion_forward,4423,0,0,0,0,1,0.000954198,0,0.711860305
Five,C,One,2866,1751,Pos,Insertion_forward,11252,0,0,0,0,1,0.000810373,0,0.711860305
Five,C,One,2868,2318,Pos,Insertion_forward,10687,0,0,0,0,1,0.000824402,0,0.711860305
Five,C,One,2921,5962,Pos,Deletion_forward,7096,0,0,0,0,1,0.00043802,0,0.711860305
Five,C,One,293,6597,Pos,Deletion_forward,3833,0,0,0,0,1,0.001841621,0,0.711860305
Five,C,One,2958,5837,Pos,Deletion_forward,7258,0,0,0,0,1,0.000325945,0,0.711860305
Five,C,One,2993,354,Pos,Insertion_forward,12776,0,0,0,0,1,0.000275028,0,0.711860305
Five,C,One,3002,8372,Pos,Deletion_forward,4767,0,0,0,0,1,0.000268097,0,0.711860305
Five,C,One,3003,7296,Pos,Deletion_forward,5844,0,0,0,0,1,0.000269906,0,0.711860305
Five,C,One,300,3272,Pos,Deletion_forward,7165,0,0,0,0,1,0.001956947,0,0.711860305
Five,C,One,300,8278,Pos,Deletion_forward,2159,0,0,0,0,1,0.001956947,0,0.711860305
Five,C,One,300,8709,Pos,Deletion_forward,1728,0,0,0,0,1,0.001956947,0,0.711860305
Five,C,One,301,3994,Pos,Deletion_forward,6444,0,0,0,0,1,0.002252252,0,0.711860305
Five,C,One,3069,337,Pos,Insertion_forward,12869,0,0,0,0,1,0.000312207,0,0.711860305
Five,C,One,3083,3018,Pos,Insertion_forward,10202,0,0,0,0,1,0.000311429,0,0.711860305
Five,C,One,3104,3266,Pos,Deletion_forward,9975,0,0,0,0,1,0.000329598,0,0.711860305
Five,C,One,3176,9857,Pos,Deletion_forward,3456,0,0,0,0,1,0.000802568,0,0.711860305
Five,C,One,3262,3736,Pos,Deletion_forward,9663,0,0,0,0,1,0.000862813,0,0.711860305
Five,C,One,329,327,Pos,Insertion_forward,10139,0,0,0,0,1,0.001845018,0,0.711860305
Five,C,One,331,327,Pos,Insertion_forward,10141,0,0,0,0,1,0.001766784,0,0.711860305
Five,C,One,333,327,Pos,Insertion_forward,10143,0,0,0,0,1,0.001631321,0,0.711860305
Five,C,One,334,327,Pos,Insertion_forward,10144,0,0,0,0,2,0.003252033,0,1.423720609
Five,C,One,334,328,Pos,Insertion_forward,10143,0,0,0,0,1,0.001626016,0,0.711860305
Five,C,One,335,327,Pos,Insertion_forward,10145,0,0,0,0,2,0.003241491,0,1.423720609
Five,C,One,335,328,Pos,Insertion_forward,10144,0,0,0,0,1,0.001620746,0,0.711860305
Five,C,One,335,329,Pos,Insertion_forward,10143,0,0,0,0,2,0.003241491,0,1.423720609
Five,C,One,335,330,Pos,Insertion_forward,10142,0,0,0,0,1,0.001620746,0,0.711860305
Five,C,One,335,331,Pos,Insertion_forward,10141,0,0,0,0,1,0.001620746,0,0.711860305
Five,C,One,336,329,Pos,Insertion_forward,10144,0,0,0,0,1,0.001618123,0,0.711860305
Five,C,One,336,330,Pos,Insertion_forward,10143,0,0,0,0,1,0.001618123,0,0.711860305
Five,C,One,336,331,Pos,Insertion_forward,10142,0,0,0,0,2,0.003236246,0,1.423720609
Five,C,One,336,332,Pos,Insertion_forward,10141,0,0,0,0,1,0.001618123,0,0.711860305
Five,C,One,338,333,Pos,Insertion_forward,10142,0,0,0,0,1,0.001623377,0,0.711860305
Five,C,One,338,335,Pos,Insertion_forward,10140,0,0,0,0,3,0.00487013,0,2.135580914
Five,C,One,338,336,Pos,Insertion_forward,10139,0,0,0,0,1,0.001623377,0,0.711860305
Five,C,One,339,335,Pos,Insertion_forward,10141,0,0,0,0,1,0.001615509,0,0.711860305
Five,C,One,339,336,Pos,Insertion_forward,10140,0,0,0,0,2,0.003231018,0,1.423720609
Five,C,One,341,340,Pos,Insertion_forward,10138,0,0,0,0,1,0.001602564,0,0.711860305
Five,C,One,3442,3931,Pos,Deletion_forward,9648,0,0,0,0,1,0.000505817,0,0.711860305
Five,C,One,3461,9133,Pos,Deletion_forward,4465,0,0,0,0,1,0.000514139,0,0.711860305
Five,C,One,3513,6665,Pos,Deletion_forward,6985,0,0,0,0,1,0.000668003,0,0.711860305
Five,C,One,3518,3276,Pos,Insertion_forward,10379,0,0,0,0,1,0.000678426,0,0.711860305
Five,C,One,3584,5023,Pos,Deletion_forward,8698,0,0,0,0,1,0.001162791,0,0.711860305
Five,C,One,3719,1980,Pos,Insertion_forward,11876,0,0,0,0,1,0.000715308,0,0.711860305
Five,C,One,3735,8541,Pos,Deletion_forward,5331,0,0,0,0,1,0.000675676,0,0.711860305
Five,C,One,3794,6617,Pos,Deletion_forward,7314,0,0,0,0,1,0.00078125,0,0.711860305
Five,C,One,3802,5345,Pos,Deletion_forward,8594,0,0,0,0,2,0.001632653,0,1.423720609
Five,C,One,3847,6189,Pos,Deletion_forward,7795,0,0,0,0,1,0.000735835,0,0.711860305
Five,C,One,384,2938,Pos,Deletion_forward,7583,0,0,0,0,1,0.000894454,0,0.711860305
Five,C,One,3883,3863,Pos,Insertion_forward,10157,0,0,0,0,1,0.000966184,0,0.711860305
Five,C,One,3900,1878,Pos,Insertion_forward,12159,0,0,0,0,1,0.000866551,0,0.711860305
Five,C,One,4074,7407,Pos,Deletion_forward,6804,0,0,0,0,2,0.001069519,0,1.423720609
Five,C,One,4085,2781,Pos,Insertion_forward,11441,0,0,0,0,1,0.000798722,0,0.711860305
Five,C,One,4211,1268,Pos,Insertion_forward,13080,0,0,0,0,1,0.000641026,0,0.711860305
Five,C,One,4225,4133,Pos,Insertion_forward,10229,0,0,0,0,1,0.000583771,0,0.711860305
Five,C,One,4235,931,Pos,Insertion_forward,13441,0,0,0,0,1,0.000593472,0,0.711860305
Five,C,One,4248,7519,Pos,Deletion_forward,6866,0,0,0,0,1,0.000638978,0,0.711860305
Five,C,One,4284,8292,Pos,Deletion_forward,6129,0,0,0,0,1,0.000544366,0,0.711860305
Five,C,One,4313,2846,Pos,Insertion_forward,11604,0,0,0,0,1,0.000475285,0,0.711860305
Five,C,One,4333,1,Pos,Insertion_forward,14469,0,0,0,0,1,0.000404858,0,0.711860305
Five,C,One,4360,3051,Pos,Insertion_forward,11446,0,0,0,0,1,0.000407664,0,0.711860305
Five,C,One,4444,3694,Pos,Insertion_forward,10887,0,0,0,0,1,0.001290323,0,0.711860305
Five,C,One,4463,5437,Pos,Deletion_forward,9163,0,0,0,0,1,0.001919386,0,0.711860305
Five,C,One,451,203,Pos,Insertion_forward,10385,0,0,0,0,1,0.000556793,0,0.711860305
Five,C,One,4520,1744,Pos,Insertion_forward,12913,0,0,0,0,15,0.022522523,0,10.67790457
Five,C,One,4521,1745,Pos,Insertion_forward,12913,0,0,0,0,16,0.023845007,0,11.38976487
Five,C,One,4524,1748,Pos,Insertion_forward,12913,0,0,0,0,15,0.022058824,0,10.67790457
Five,C,One,4525,1749,Pos,Insertion_forward,12913,0,0,0,0,9,0.013196481,0,6.406742741
Five,C,One,4632,9794,Pos,Deletion_forward,4975,0,0,0,0,1,0.000248385,0,0.711860305
Five,C,One,466,7055,Pos,Deletion_forward,3548,0,0,0,0,1,0.000540833,0,0.711860305
Five,C,One,4723,6680,Pos,Deletion_forward,8180,0,0,0,0,1,0.00024919,0,0.711860305
Five,C,One,4771,6624,Pos,Deletion_forward,8284,0,0,0,0,1,0.000331126,0,0.711860305
Five,C,One,4773,7138,Pos,Deletion_forward,7772,0,0,0,0,1,0.000357782,0,0.711860305
Five,C,One,4774,5734,Pos,Deletion_forward,9177,0,0,0,0,1,0.000371058,0,0.711860305
Five,C,One,4787,7293,Pos,Deletion_forward,7631,0,0,0,0,1,0.00042735,0,0.711860305
Five,C,One,4871,1884,Pos,Insertion_forward,13124,0,0,0,0,1,0.000283688,0,0.711860305
Five,C,One,4895,3469,Pos,Insertion_forward,11563,0,0,0,0,1,0.000319489,0,0.711860305
Five,C,One,4928,442,Pos,Insertion_forward,14623,0,0,0,0,1,0.00031736,0,0.711860305
Five,C,One,4957,2045,Pos,Insertion_forward,13049,0,0,0,0,1,0.00033036,0,0.711860305
Five,C,One,4976,8047,Pos,Deletion_forward,7066,0,0,0,0,1,0.000419111,0,0.711860305
Five,C,One,4984,485,Pos,Insertion_forward,14636,0,0,0,0,1,0.000514139,0,0.711860305
Five,C,One,4984,7334,Pos,Deletion_forward,7787,0,0,0,0,1,0.000514139,0,0.711860305
Five,C,One,5061,105,Pos,Insertion_forward,15093,0,0,0,0,1,0.000386698,0,0.711860305
Five,C,One,5099,9539,Pos,Deletion_forward,5697,0,0,0,0,1,0.000361272,0,0.711860305
Five,C,One,5119,4638,Pos,Insertion_forward,10618,0,0,0,0,1,0.000406669,0,0.711860305
Five,C,One,5120,3524,Pos,Insertion_forward,11733,0,0,0,0,1,0.000442087,0,0.711860305
Five,C,One,5123,8035,Pos,Deletion_forward,7225,0,0,0,0,1,0.000470588,0,0.711860305
Five,C,One,5170,2898,Pos,Insertion_forward,12409,0,0,0,0,1,0.000320821,0,0.711860305
Five,C,One,5171,8910,Pos,Deletion_forward,6398,0,0,0,0,1,0.00033389,0,0.711860305
Five,C,One,5175,8943,Pos,Deletion_forward,6369,0,0,0,0,1,0.000361272,0,0.711860305
Five,C,One,5193,2883,Pos,Insertion_forward,12447,0,0,0,0,1,0.000332336,0,0.711860305
Five,C,One,5198,5252,Pos,Deletion_forward,10083,0,0,0,0,1,0.000309598,0,0.711860305
Five,C,One,5217,6597,Pos,Deletion_forward,8757,0,0,0,0,1,0.000311429,0,0.711860305
Five,C,One,5236,5162,Pos,Insertion_forward,10211,0,0,0,0,1,0.000320513,0,0.711860305
Five,C,One,5253,7477,Pos,Deletion_forward,7913,0,0,0,0,1,0.000309789,0,0.711860305
Five,C,One,5285,5256,Pos,Insertion_forward,10166,0,0,0,0,1,0.000280505,0,0.711860305
Five,C,One,5292,5629,Pos,Deletion_forward,9800,0,0,0,0,1,0.000278707,0,0.711860305
Five,C,One,5294,15,Pos,Insertion_forward,15416,0,0,0,0,1,0.00028082,0,0.711860305
Five,C,One,5295,1151,Pos,Insertion_forward,14281,0,0,0,0,1,0.000282326,0,0.711860305
Five,C,One,5298,7403,Pos,Deletion_forward,8032,0,0,0,0,1,0.000312305,0,0.711860305
Five,C,One,5303,7758,Pos,Deletion_forward,7682,0,0,0,0,1,0.000419639,0,0.711860305
Five,C,One,5381,3337,Pos,Insertion_forward,12181,0,0,0,0,1,0.000387297,0,0.711860305
Five,C,One,5381,7537,Pos,Deletion_forward,7981,0,0,0,0,1,0.000387297,0,0.711860305
Five,C,One,5419,8628,Pos,Deletion_forward,6928,0,0,0,0,1,0.000536769,0,0.711860305
Five,C,One,5486,696,Pos,Insertion_forward,14927,0,0,0,0,1,0.000684932,0,0.711860305
Five,C,One,550,2750,Pos,Deletion_forward,7937,0,0,0,0,1,0.000513875,0,0.711860305
Five,C,One,5527,9358,Pos,Deletion_forward,6306,0,0,0,0,1,0.000456621,0,0.711860305
Five,C,One,5529,7290,Pos,Deletion_forward,8376,0,0,0,0,1,0.000444444,0,0.711860305
Five,C,One,5530,9996,Pos,Deletion_forward,5671,0,0,0,0,1,0.000453515,0,0.711860305
Five,C,One,5532,3562,Pos,Insertion_forward,12107,0,0,0,0,1,0.000492854,0,0.711860305
Five,C,One,553,5236,Pos,Deletion_forward,5454,0,0,0,0,1,0.000543183,0,0.711860305
Five,C,One,559,8961,Pos,Deletion_forward,1735,0,0,0,0,1,0.000558659,0,0.711860305
Five,C,One,5637,5942,Pos,Deletion_forward,9832,0,0,0,0,1,0.00038956,0,0.711860305
Five,C,One,5637,6696,Pos,Deletion_forward,9078,0,0,0,0,1,0.00038956,0,0.711860305
Five,C,One,5653,8909,Pos,Deletion_forward,6881,0,0,0,0,1,0.000535906,0,0.711860305
Five,C,One,5679,4577,Pos,Insertion_forward,11239,0,0,0,0,1,0.000433088,0,0.711860305
Five,C,One,567,661,Pos,Deletion_forward,10043,0,0,0,0,1,0.000682594,0,0.711860305
Five,C,One,5699,1882,Pos,Insertion_forward,13954,0,0,0,0,1,0.000430478,0,0.711860305
Five,C,One,5727,6018,Pos,Deletion_forward,9846,0,0,0,0,1,0.000500501,0,0.711860305
Five,C,One,574,841,Pos,Deletion_forward,9870,0,0,0,0,1,0.00083682,0,0.711860305
Five,C,One,5835,6597,Pos,Deletion_forward,9375,0,0,0,0,1,0.000393856,0,0.711860305
Five,C,One,5872,2161,Pos,Insertion_forward,13848,0,0,0,0,1,0.000340483,0,0.711860305
Five,C,One,5879,5088,Pos,Insertion_forward,10928,0,0,0,0,1,0.000334001,0,0.711860305
Five,C,One,5900,4974,Pos,Insertion_forward,11063,0,0,0,0,1,0.000302663,0,0.711860305
Five,C,One,5917,9042,Pos,Deletion_forward,7012,0,0,0,0,1,0.000319387,0,0.711860305
Five,C,One,5924,5882,Pos,Insertion_forward,10179,0,0,0,0,1,0.000334448,0,0.711860305
Five,C,One,5932,5758,Pos,Insertion_forward,10311,0,0,0,0,1,0.000330142,0,0.711860305
Five,C,One,5960,4846,Pos,Insertion_forward,11251,0,0,0,0,1,0.000422833,0,0.711860305
Five,C,One,6026,4754,Pos,Insertion_forward,11409,0,0,0,0,1,0.000840336,0,0.711860305
Five,C,One,6047,9266,Pos,Deletion_forward,6918,0,0,0,0,1,0.000693963,0,0.711860305
Five,C,One,6060,7322,Pos,Deletion_forward,8875,0,0,0,0,1,0.000646831,0,0.711860305
Five,C,One,6171,6094,Pos,Insertion_forward,10214,0,0,0,0,1,0.00026688,0,0.711860305
Five,C,One,6176,6089,Pos,Insertion_forward,10224,0,0,0,0,2,0.000533333,0,1.423720609
Five,C,One,6179,6092,Pos,Insertion_forward,10224,0,0,0,0,1,0.000278087,0,0.711860305
Five,C,One,6217,4658,Pos,Insertion_forward,11696,0,0,0,0,1,0.000341297,0,0.711860305
Five,C,One,6268,8756,Pos,Deletion_forward,7649,0,0,0,0,1,0.000400962,0,0.711860305
Five,C,One,6270,8333,Pos,Deletion_forward,8074,0,0,0,0,1,0.000410509,0,0.711860305
Five,C,One,6283,5181,Pos,Insertion_forward,11239,0,0,0,0,1,0.000764526,0,0.711860305
Five,C,One,6289,8106,Pos,Deletion_forward,8320,0,0,0,0,1,0.000763359,0,0.711860305
Five,C,One,6302,663,Pos,Insertion_forward,15776,0,0,0,0,1,0.000917431,0,0.711860305
Five,C,One,6346,4898,Pos,Insertion_forward,11585,0,0,0,0,1,0.000476644,0,0.711860305
Five,C,One,6481,7158,Pos,Deletion_forward,9460,0,0,0,0,1,0.000341647,0,0.711860305
Five,C,One,6493,2165,Pos,Insertion_forward,14465,0,0,0,0,1,0.000366032,0,0.711860305
Five,C,One,6505,6599,Pos,Deletion_forward,10043,0,0,0,0,1,0.000380952,0,0.711860305
Five,C,One,653,8919,Pos,Deletion_forward,1871,0,0,0,0,1,0.000487092,0,0.711860305
Five,C,One,6572,9667,Pos,Deletion_forward,7042,0,0,0,0,1,0.000754717,0,0.711860305
Five,C,One,6581,3504,Pos,Insertion_forward,13214,0,0,0,0,1,0.00075358,0,0.711860305
Five,C,One,6620,5479,Pos,Insertion_forward,11278,0,0,0,0,1,0.001092896,0,0.711860305
Five,C,One,6635,9577,Pos,Deletion_forward,7195,0,0,0,0,1,0.001022495,0,0.711860305
Five,C,One,6649,6011,Pos,Insertion_forward,10775,0,0,0,0,1,0.000847458,0,0.711860305
Five,C,One,6709,4739,Pos,Insertion_forward,12107,0,0,0,0,1,0.00058072,0,0.711860305
Five,C,One,6743,5066,Pos,Insertion_forward,11814,0,0,0,0,1,0.000692521,0,0.711860305
Five,C,One,681,8376,Pos,Deletion_forward,2442,0,0,0,0,1,0.000422833,0,0.711860305
Five,C,One,6854,9480,Pos,Deletion_forward,7511,0,0,0,0,1,0.001302083,0,0.711860305
Five,C,One,6883,6446,Pos,Insertion_forward,10574,0,0,0,0,1,0.00092081,0,0.711860305
Five,C,One,6963,5175,Pos,Insertion_forward,11925,0,0,0,0,1,0.000791139,0,0.711860305
Five,C,One,7015,8769,Pos,Deletion_forward,8383,0,0,0,0,1,0.001189061,0,0.711860305
Five,C,One,7095,2242,Pos,Insertion_forward,14990,0,0,0,0,1,0.001168224,0,0.711860305
Five,C,One,7199,1517,Pos,Insertion_forward,15819,0,0,0,0,1,0.000750188,0,0.711860305
Five,C,One,7213,7188,Pos,Insertion_forward,10162,0,0,0,0,1,0.000796813,0,0.711860305
Five,C,One,7219,9612,Pos,Deletion_forward,7744,0,0,0,0,1,0.000778816,0,0.711860305
Five,C,One,7233,8947,Pos,Deletion_forward,8423,0,0,0,0,1,0.000907441,0,0.711860305
Five,C,One,724,4409,Pos,Deletion_forward,6452,0,0,0,0,1,0.000347584,0,0.711860305
Five,C,One,7274,2818,Pos,Insertion_forward,14593,0,0,0,0,1,0.001005025,0,0.711860305
Five,C,One,7316,4657,Pos,Insertion_forward,12796,0,0,0,0,1,0.000766871,0,0.711860305
Five,C,One,7366,7280,Pos,Insertion_forward,10223,0,0,0,0,1,0.000693481,0,0.711860305
Five,C,One,7407,9555,Pos,Deletion_forward,7989,0,0,0,0,1,0.00059988,0,0.711860305
Five,C,One,741,3630,Pos,Deletion_forward,7248,0,0,0,0,1,0.000334336,0,0.711860305
Five,C,One,741,9238,Pos,Deletion_forward,1640,0,0,0,0,1,0.000334336,0,0.711860305
Five,C,One,7422,4753,Pos,Insertion_forward,12806,0,0,0,0,1,0.000664452,0,0.711860305
Five,C,One,7441,6704,Pos,Insertion_forward,10874,0,0,0,0,1,0.000763942,0,0.711860305
Five,C,One,7442,1993,Pos,Insertion_forward,15586,0,0,0,0,1,0.000762777,0,0.711860305
Five,C,One,7479,2524,Pos,Insertion_forward,15092,0,0,0,0,1,0.001090513,0,0.711860305
Five,C,One,7498,2077,Pos,Insertion_forward,15558,0,0,0,0,1,0.000847458,0,0.711860305
Five,C,One,7499,3065,Pos,Insertion_forward,14571,0,0,0,0,1,0.000833333,0,0.711860305
Five,C,One,7515,673,Pos,Insertion_forward,16979,0,0,0,0,1,0.000826446,0,0.711860305
Five,C,One,752,1156,Pos,Deletion_forward,9733,0,0,0,0,1,0.00031736,0,0.711860305
Five,C,One,7596,4663,Pos,Insertion_forward,13070,0,0,0,0,1,0.000344471,0,0.711860305
Five,C,One,7629,8977,Pos,Deletion_forward,8789,0,0,0,0,1,0.000351989,0,0.711860305
Five,C,One,7645,2356,Pos,Insertion_forward,15426,0,0,0,0,1,0.000395257,0,0.711860305
Five,C,One,7711,3744,Pos,Insertion_forward,14104,0,0,0,0,1,0.000740192,0,0.711860305
Five,C,One,7938,7994,Pos,Deletion_forward,10081,0,0,0,0,1,0.000913242,0,0.711860305
Five,C,One,7967,386,Pos,Insertion_forward,17718,0,0,0,0,1,0.001051525,0,0.711860305
Five,C,One,796,5972,Pos,Deletion_forward,4961,0,0,0,0,1,0.000410341,0,0.711860305
Five,C,One,8066,6109,Pos,Insertion_forward,12094,0,0,0,0,1,0.000439947,0,0.711860305
Five,C,One,8089,4337,Pos,Insertion_forward,13889,0,0,0,0,1,0.000446828,0,0.711860305
Five,C,One,8124,7020,Pos,Insertion_forward,11241,0,0,0,0,1,0.000477099,0,0.711860305
Five,C,One,8133,5914,Pos,Insertion_forward,12356,0,0,0,0,1,0.000532198,0,0.711860305
Five,C,One,8144,2534,Pos,Insertion_forward,15747,0,0,0,0,1,0.000601685,0,0.711860305
Five,C,One,8194,2455,Pos,Insertion_forward,15876,0,0,0,0,1,0.000437828,0,0.711860305
Five,C,One,8199,7834,Pos,Insertion_forward,10502,0,0,0,0,1,0.000406504,0,0.711860305
Five,C,One,8302,5857,Pos,Insertion_forward,12582,0,0,0,0,1,0.000532198,0,0.711860305
Five,C,One,830,6843,Pos,Deletion_forward,4124,0,0,0,0,1,0.000341064,0,0.711860305
Five,C,One,8320,3953,Pos,Insertion_forward,14504,0,0,0,0,1,0.000653168,0,0.711860305
Five,C,One,8340,5806,Pos,Insertion_forward,12671,0,0,0,0,1,0.000642674,0,0.711860305
Five,C,One,8347,4769,Pos,Insertion_forward,13715,0,0,0,0,1,0.000625782,0,0.711860305
Five,C,One,8360,4803,Pos,Insertion_forward,13694,0,0,0,0,1,0.000750751,0,0.711860305
Five,C,One,843,9956,Pos,Deletion_forward,1024,0,0,0,0,1,0.000352113,0,0.711860305
Five,C,One,8469,8378,Pos,Insertion_forward,10228,0,0,0,0,1,0.000554631,0,0.711860305
Five,C,One,8483,7329,Pos,Insertion_forward,11291,0,0,0,0,1,0.000473709,0,0.711860305
Five,C,One,8500,2767,Pos,Insertion_forward,15870,0,0,0,0,1,0.00045683,0,0.711860305
Five,C,One,8665,8767,Pos,Deletion_forward,10035,0,0,0,0,1,0.001234568,0,0.711860305
Five,C,One,8685,9478,Pos,Deletion_forward,9344,0,0,0,0,1,0.001092896,0,0.711860305
Five,C,One,8781,735,Pos,Insertion_forward,18183,0,0,0,0,1,0.00050025,0,0.711860305
Five,C,One,8787,7279,Pos,Insertion_forward,11645,0,0,0,0,1,0.000450248,0,0.711860305
Five,C,One,8808,8811,Pos,Deletion_forward,10134,0,0,0,0,1,0.000383289,0,0.711860305
Five,C,One,8814,5636,Pos,Insertion_forward,13315,0,0,0,0,1,0.00037092,0,0.711860305
Five,C,One,8819,5253,Pos,Insertion_forward,13703,0,0,0,0,1,0.000387597,0,0.711860305
Five,C,One,8821,8746,Pos,Insertion_forward,10212,0,0,0,0,1,0.000381243,0,0.711860305
Five,C,One,8826,2893,Pos,Insertion_forward,16070,0,0,0,0,1,0.000367377,0,0.711860305
Five,C,One,8841,8778,Pos,Insertion_forward,10200,0,0,0,0,1,0.000358038,0,0.711860305
Five,C,One,8842,9182,Pos,Deletion_forward,9797,0,0,0,0,1,0.000362188,0,0.711860305
Five,C,One,8863,7345,Pos,Insertion_forward,11655,0,0,0,0,1,0.000332116,0,0.711860305
Five,C,One,8889,3608,Pos,Insertion_forward,15418,0,0,0,0,1,0.000349528,0,0.711860305
Five,C,One,894,5396,Pos,Deletion_forward,5635,0,0,0,0,1,0.000351865,0,0.711860305
Five,C,One,8957,8924,Pos,Insertion_forward,10170,0,0,0,0,1,0.000759878,0,0.711860305
Five,C,One,9101,70,Pos,Insertion_forward,19168,0,0,0,0,1,0.00060423,0,0.711860305
Five,C,One,9104,9078,Pos,Insertion_forward,10163,0,0,0,0,1,0.000661813,0,0.711860305
Five,C,One,921,6884,Pos,Deletion_forward,4174,0,0,0,0,1,0.000421763,0,0.711860305
Five,C,One,9277,1265,Pos,Insertion_forward,18149,0,0,0,0,1,0.000619963,0,0.711860305
