passage,lineage,rep,BP,RI,sense,DVG_type,length_dvg,read_counts_virema,pBP_virema,pRI_virema,rpht_virema,read_counts_ditector,pBP_ditector,pRI_ditector,rpht_ditector
One,E,One,4048,8907,Pos,Deletion_forward,5278,0,0,0,0,1,0.000430663,0,0.675739597
One,E,One,4473,4545,Pos,Deletion_forward,10065,0,0,0,0,1,0.004115226,0,0.675739597
One,E,One,4478,8733,Pos,Deletion_forward,5882,0,0,0,0,1,0.00390625,0,0.675739597
One,E,One,4520,1744,Pos,Insertion_forward,12913,0,0,0,0,3,0.009615385,0,2.027218791
One,E,One,4521,1745,Pos,Insertion_forward,12913,0,0,0,0,1,0.003194888,0,0.675739597
One,E,One,4524,1748,Pos,Insertion_forward,12913,0,0,0,0,3,0.009375,0,2.027218791
One,E,One,4719,4689,Pos,Insertion_forward,10167,0,0,0,0,1,0.000191975,0,0.675739597
One,E,One,4771,1864,Pos,Insertion_forward,13044,0,0,0,0,1,0.000284495,0,0.675739597
One,E,One,4814,3339,Pos,Insertion_forward,11612,0,0,0,0,1,0.000328947,0,0.675739597
One,E,One,5073,8916,Pos,Deletion_forward,6294,0,0,0,0,1,0.000275786,0,0.675739597
One,E,One,5177,5180,Pos,Deletion_forward,10134,0,0,0,0,1,0.000275103,0,0.675739597
One,E,One,5219,8807,Pos,Deletion_forward,6549,0,0,0,0,1,0.000235128,0,0.675739597
One,E,One,5382,7248,Pos,Deletion_forward,8271,0,0,0,0,1,0.000317561,0,0.675739597
One,E,One,5454,5379,Pos,Insertion_forward,10212,0,0,0,0,1,0.000739098,0,0.675739597
One,E,One,5954,5107,Pos,Insertion_forward,10984,0,0,0,0,1,0.000336361,0,0.675739597
One,E,One,5955,5108,Pos,Insertion_forward,10984,0,0,0,0,1,0.000342583,0,0.675739597
One,E,One,6209,6109,Pos,Insertion_forward,10237,0,0,0,0,1,0.000274952,0,0.675739597
One,E,One,6218,6440,Pos,Deletion_forward,9915,0,0,0,0,2,0.000601685,0,1.351479194
One,E,One,6299,2355,Pos,Insertion_forward,14081,0,0,0,0,1,0.002415459,0,0.675739597
One,E,One,6637,6791,Pos,Deletion_forward,9983,0,0,0,0,1,0.002053388,0,0.675739597
One,E,One,6639,6565,Pos,Insertion_forward,10211,0,0,0,0,1,0.002008032,0,0.675739597
One,E,One,667,5461,Pos,Deletion_forward,5343,0,0,0,0,1,0.000336587,0,0.675739597
One,E,One,6823,6762,Pos,Insertion_forward,10198,0,0,0,0,1,0.003067485,0,0.675739597
One,E,One,6968,2751,Pos,Insertion_forward,14354,0,0,0,0,1,0.001937984,0,0.675739597
One,E,One,6968,6930,Pos,Insertion_forward,10175,0,0,0,0,1,0.001937984,0,0.675739597
One,E,One,6972,6880,Pos,Insertion_forward,10229,0,0,0,0,1,0.002074689,0,0.675739597
One,E,One,6981,406,Pos,Insertion_forward,16712,0,0,0,0,1,0.002252252,0,0.675739597
One,E,One,7186,7064,Pos,Insertion_forward,10259,0,0,0,0,1,0.002232143,0,0.675739597
One,E,One,7375,5084,Pos,Insertion_forward,12428,0,0,0,0,1,0.001976285,0,0.675739597
One,E,One,7468,7421,Pos,Insertion_forward,10184,0,0,0,0,1,0.003125,0,0.675739597
One,E,One,767,9763,Pos,Deletion_forward,1141,0,0,0,0,2,0.000468384,0,1.351479194
One,E,One,7722,532,Pos,Insertion_forward,17327,0,0,0,0,1,0.000417014,0,0.675739597
One,E,One,7820,7743,Pos,Insertion_forward,10214,0,0,0,0,1,0.001964637,0,0.675739597
One,E,One,8012,547,Pos,Insertion_forward,17602,0,0,0,0,1,0.000311915,0,0.675739597
One,E,One,806,2016,Pos,Deletion_forward,8927,0,0,0,0,1,0.00034638,0,0.675739597
One,E,One,810,450,Pos,Insertion_forward,10497,0,0,0,0,1,0.000358423,0,0.675739597
One,E,One,8120,626,Pos,Insertion_forward,17631,0,0,0,0,1,0.000430478,0,0.675739597
One,E,One,8185,3028,Pos,Insertion_forward,15294,0,0,0,0,1,0.000399521,0,0.675739597
One,E,One,8214,8190,Pos,Insertion_forward,10161,0,0,0,0,1,0.000259538,0,0.675739597
One,E,One,830,759,Pos,Insertion_forward,10208,0,0,0,0,1,0.000329924,0,0.675739597
One,E,One,8661,8590,Pos,Insertion_forward,10208,0,0,0,0,1,0.002583979,0,0.675739597
One,E,One,9258,5480,Pos,Insertion_forward,13915,0,0,0,0,1,0.00286533,0,0.675739597
One,E,One,9400,273,Pos,Insertion_forward,19264,0,0,0,0,1,0.003533569,0,0.675739597
One,E,One,954,10039,Pos,Deletion_forward,1052,0,0,0,0,21,0.013487476,0,14.19053154
One,E,One,9621,1114,Pos,Insertion_forward,18644,0,0,0,0,1,0.00039984,0,0.675739597
One,E,One,9748,9856,Pos,Deletion_forward,10029,0,0,0,0,2,0.000557103,0,1.351479194
One,E,One,324,330,Pos_Neg,5cb/sb,654,0,0,0,0,2,0.002116402,0,1.351479194
One,E,One,451,2371,Pos_Neg,5cb/sb,2822,0,0,0,0,1,0.000489956,0,0.675739597
One,E,One,5071,7046,Pos_Neg,5cb/sb,12117,0,0,0,0,1,0.000281294,0,0.675739597
One,E,One,809,432,Pos_Neg,5cb/sb,1241,0,0,0,0,1,0.000358038,0,0.675739597
One,E,One,8687,6867,Pos_Neg,5cb/sb,15554,0,0,0,0,1,0.003154574,0,0.675739597
One,E,One,1119,9867,Neg_Pos,3cb/sb,9288,0,0,0,0,4,0.003404255,0,2.702958388
One,E,One,1386,8884,Neg_Pos,3cb/sb,10004,0,0,0,0,1,0.004291845,0,0.675739597
One,E,One,3735,3692,Neg_Pos,3cb/sb,12847,0,0,0,0,1,0.001831502,0,0.675739597
One,E,One,5494,5469,Neg_Pos,3cb/sb,9311,0,0,0,0,1,0.00060024,0,0.675739597
One,E,One,6064,6609,Neg_Pos,3cb/sb,7601,0,0,0,0,1,0.000929368,0,0.675739597
One,E,One,7032,5087,Neg_Pos,3cb/sb,8155,0,0,0,0,6,0.020761246,0,4.054437582
One,E,One,9414,4313,Neg_Pos,3cb/sb,6547,0,0,0,0,1,0.002932551,0,0.675739597
One,E,One,103,101,Neg,Deletion_reverse,10135,1,0.000551572,0.000562114,1.091667303,0,0,0.000437637,0
One,E,One,2301,2299,Neg,Deletion_reverse,10135,1,0.000522466,0.000523286,1.091667303,0,0,0.000481232,0
One,E,One,2313,2310,Neg,Deletion_reverse,10134,1,0.003174603,0.003194888,1.091667303,0,0,0.001176471,0
One,E,One,2331,2329,Neg,Deletion_reverse,10135,1,0.002915452,0.00295858,1.091667303,0,0,0.001219512,0
One,E,One,2835,2835,Neg,Insertion_reverse,10137,1,0.002364066,0.002364066,1.091667303,0,0,0.00077101,0
One,E,One,4037,4035,Neg,Deletion_reverse,10135,1,0.000685401,0.000737463,1.091667303,0,0,0.000396983,0
One,E,One,4067,4064,Neg,Deletion_reverse,10134,2,0.01183432,0.001303781,2.183334607,0,0,0.000869565,0
One,E,One,4941,4939,Neg,Deletion_reverse,10135,1,0.000302755,0.002020202,1.091667303,0,0,0.000254842,0
One,E,One,5203,5200,Neg,Deletion_reverse,10134,2,0.000538793,0.000559754,2.183334607,0,0,0.000475398,0
One,E,One,5218,5216,Neg,Deletion_reverse,10135,1,0.000251509,0.000250313,1.091667303,0,0,0.000225428,0
One,E,One,5373,5448,Neg,Insertion_reverse,10212,1,0.00027248,0.002298851,1.091667303,0,0,0.000720981,0
One,E,One,5457,5455,Neg,Deletion_reverse,10135,1,0.002298851,0.002309469,1.091667303,0,0,0.00074239,0
One,E,One,5857,5854,Neg,Deletion_reverse,10134,2,0.000854701,0.000856164,2.183334607,0,0,0.000564016,0
One,E,One,5880,5877,Neg,Deletion_reverse,10134,1,0.001529052,0.002421308,1.091667303,0,0,0.000241313,0
One,E,One,5924,5922,Neg,Deletion_reverse,10135,1,0.000271518,0.000270929,1.091667303,0,0,0.000256871,0
One,E,One,6156,5914,Neg,Deletion_reverse,9895,1,0.002487562,0.000258732,1.091667303,0,0,0.000235128,0
One,E,One,71,68,Neg,Deletion_reverse,10134,1,0.000909091,0.000930233,1.091667303,0,0,0.000628141,0
One,E,One,7230,7228,Neg,Deletion_reverse,10135,1,0.0008726,0.000878735,1.091667303,0,0,0.002012072,0
One,E,One,7250,5384,Neg,Deletion_reverse,8271,1,0.003937008,0.000302297,1.091667303,0,0,0.000326371,0
One,E,One,7255,7253,Neg,Deletion_reverse,10135,1,0.003759398,0.003846154,1.091667303,0,0,0.002066116,0
One,E,One,725,723,Neg,Deletion_reverse,10135,1,0.000726744,0.000732601,1.091667303,0,0,0.000245881,0
One,E,One,733,731,Neg,Deletion_reverse,10135,1,0.000633312,0.000657895,1.091667303,0,0,0.00024919,0
One,E,One,8306,8304,Neg,Deletion_reverse,10135,1,0.003921569,0.003921569,1.091667303,0,0,0.000715308,0
One,E,One,846,844,Neg,Deletion_reverse,10135,1,0.000646831,0.000657895,1.091667303,0,0,0.000389257,0
One,E,One,8899,4041,Neg,Deletion_reverse,5279,1,0.00617284,0.00064433,1.091667303,0,0,0.000425532,0
One,E,One,913,910,Neg,Deletion_reverse,10134,1,0.000503018,0.000503778,1.091667303,0,0,0.000479846,0
One,E,One,916,914,Neg,Deletion_reverse,10135,1,0.000503018,0.000500501,1.091667303,0,0,0.000478698,0
One,E,One,920,918,Neg,Deletion_reverse,10135,2,0.000998004,0.000996016,2.183334607,0,0,0.000958773,0
One,E,One,9466,9464,Neg,Deletion_reverse,10135,1,0.00085034,0.006802721,1.091667303,0,0,0.000339213,0
One,E,One,9938,9935,Neg,Deletion_reverse,10134,1,0.007246377,0.007575758,1.091667303,0,0,0.00094518,0
One,J,One,1190,1174,Pos,Insertion_forward,10153,0,0,0,0,2,0.00248139,0,1.389448528
One,J,One,1321,1217,Pos,Insertion_forward,10241,0,0,0,0,1,0.00094162,0,0.694724264
One,J,One,1422,9024,Pos,Deletion_forward,2535,0,0,0,0,1,0.001574803,0,0.694724264
One,J,One,1972,6394,Pos,Deletion_forward,5715,0,0,0,0,1,0.000381971,0,0.694724264
One,J,One,2057,570,Pos,Insertion_forward,11624,0,0,0,0,1,0.000591017,0,0.694724264
One,J,One,2132,4392,Pos,Deletion_forward,7877,0,0,0,0,1,0.000546747,0,0.694724264
One,J,One,2147,8365,Pos,Deletion_forward,3919,0,0,0,0,1,0.000582411,0,0.694724264
One,J,One,2418,6461,Pos,Deletion_forward,6094,0,0,0,0,1,0.00128866,0,0.694724264
One,J,One,241,244,Pos,Deletion_forward,10134,0,0,0,0,1,0.000691563,0,0.694724264
One,J,One,2434,1543,Pos,Insertion_forward,11028,0,0,0,0,1,0.001438849,0,0.694724264
One,J,One,2543,6432,Pos,Deletion_forward,6248,0,0,0,0,1,0.00101626,0,0.694724264
One,J,One,2569,2465,Pos,Insertion_forward,10241,0,0,0,0,1,0.000864304,0,0.694724264
One,J,One,2572,2348,Pos,Insertion_forward,10361,0,0,0,0,1,0.00084674,0,0.694724264
One,J,One,2592,2533,Pos,Insertion_forward,10196,0,0,0,0,1,0.000943396,0,0.694724264
One,J,One,2594,2535,Pos,Insertion_forward,10196,0,0,0,0,1,0.00093633,0,0.694724264
One,J,One,269,2890,Pos,Deletion_forward,7516,0,0,0,0,1,0.000800641,0,0.694724264
One,J,One,2796,5327,Pos,Deletion_forward,7606,0,0,0,0,1,0.000539665,0,0.694724264
One,J,One,2850,2798,Pos,Insertion_forward,10189,0,0,0,0,1,0.000598444,0,0.694724264
One,J,One,2869,8612,Pos,Deletion_forward,4394,0,0,0,0,1,0.000794281,0,0.694724264
One,J,One,2870,1860,Pos,Insertion_forward,11147,0,0,0,0,1,0.00081103,0,0.694724264
One,J,One,2964,2670,Pos,Insertion_forward,10431,0,0,0,0,1,0.000338639,0,0.694724264
One,J,One,298,6053,Pos,Deletion_forward,4382,0,0,0,0,1,0.001090513,0,0.694724264
One,J,One,3173,532,Pos,Insertion_forward,12778,0,0,0,0,1,0.000819001,0,0.694724264
One,J,One,3214,1644,Pos,Insertion_forward,11707,0,0,0,0,1,0.002538071,0,0.694724264
One,J,One,3338,657,Pos,Insertion_forward,12818,0,0,0,0,1,0.000403063,0,0.694724264
One,J,One,3785,2833,Pos,Insertion_forward,11089,0,0,0,0,1,0.00083612,0,0.694724264
One,J,One,3959,7147,Pos,Deletion_forward,6949,0,0,0,0,1,0.000589971,0,0.694724264
One,J,One,3964,1237,Pos,Insertion_forward,12864,0,0,0,0,1,0.000754148,0,0.694724264
One,J,One,4301,6241,Pos,Deletion_forward,8197,0,0,0,0,1,0.000515996,0,0.694724264
One,J,One,4353,4234,Pos,Insertion_forward,10256,0,0,0,0,1,0.000382702,0,0.694724264
One,J,One,4356,290,Pos,Insertion_forward,14203,0,0,0,0,1,0.000381388,0,0.694724264
One,J,One,4402,5227,Pos,Deletion_forward,9312,0,0,0,0,1,0.000519211,0,0.694724264
One,J,One,444,266,Pos,Insertion_forward,10315,0,0,0,0,1,0.00057241,0,0.694724264
One,J,One,458,5697,Pos,Deletion_forward,4898,0,0,0,0,1,0.000538793,0,0.694724264
One,J,One,4626,5837,Pos,Deletion_forward,8926,0,0,0,0,1,0.000322997,0,0.694724264
One,J,One,4709,9949,Pos,Deletion_forward,4897,0,0,0,0,1,0.000224719,0,0.694724264
One,J,One,4879,5327,Pos,Deletion_forward,9689,0,0,0,0,1,0.000286123,0,0.694724264
One,J,One,4890,4214,Pos,Insertion_forward,10813,0,0,0,0,1,0.000290529,0,0.694724264
One,J,One,5015,4966,Pos,Insertion_forward,10186,0,0,0,0,1,0.000395257,0,0.694724264
One,J,One,5025,1165,Pos,Insertion_forward,13997,0,0,0,0,1,0.000359971,0,0.694724264
One,J,One,511,9621,Pos,Deletion_forward,1027,0,0,0,0,1,0.00045977,0,0.694724264
One,J,One,5247,1318,Pos,Insertion_forward,14066,0,0,0,0,1,0.00029129,0,0.694724264
One,J,One,5302,2,Pos,Insertion_forward,15437,0,0,0,0,1,0.000375516,0,0.694724264
One,J,One,5355,6866,Pos,Deletion_forward,8626,0,0,0,0,1,0.000310078,0,0.694724264
One,J,One,5406,2666,Pos,Insertion_forward,12877,0,0,0,0,1,0.000450857,0,0.694724264
One,J,One,5422,5264,Pos,Insertion_forward,10295,0,0,0,0,1,0.000507099,0,0.694724264
One,J,One,565,2774,Pos,Deletion_forward,7928,0,0,0,0,1,0.000520291,0,0.694724264
One,J,One,5964,7485,Pos,Deletion_forward,8616,0,0,0,0,1,0.000464684,0,0.694724264
One,J,One,5976,5948,Pos,Insertion_forward,10165,0,0,0,0,2,0.001481481,0,1.389448528
One,J,One,5999,5934,Pos,Insertion_forward,10202,0,0,0,0,1,0.000914077,0,0.694724264
One,J,One,6018,5933,Pos,Insertion_forward,10222,0,0,0,0,1,0.001052632,0,0.694724264
One,J,One,6175,6098,Pos,Insertion_forward,10214,0,0,0,0,1,0.000280034,0,0.694724264
One,J,One,6372,8382,Pos,Deletion_forward,8127,0,0,0,0,1,0.000469704,0,0.694724264
One,J,One,6397,6888,Pos,Deletion_forward,9646,0,0,0,0,1,0.000386847,0,0.694724264
One,J,One,6515,4190,Pos,Insertion_forward,12462,0,0,0,0,2,0.001411433,0,1.389448528
One,J,One,6723,6,Pos,Insertion_forward,16854,0,0,0,0,1,0.000755287,0,0.694724264
One,J,One,6727,2280,Pos,Insertion_forward,14584,0,0,0,0,1,0.000856898,0,0.694724264
One,J,One,6843,6846,Pos,Deletion_forward,10134,0,0,0,0,1,0.001126126,0,0.694724264
One,J,One,6917,5383,Pos,Insertion_forward,11671,0,0,0,0,1,0.000918274,0,0.694724264
One,J,One,6967,6929,Pos,Insertion_forward,10175,0,0,0,0,1,0.000938086,0,0.694724264
One,J,One,6968,6930,Pos,Insertion_forward,10175,0,0,0,0,3,0.002827521,0,2.084172792
One,J,One,7206,1497,Pos,Insertion_forward,15846,0,0,0,0,1,0.00085034,0,0.694724264
One,J,One,7363,7134,Pos,Insertion_forward,10366,0,0,0,0,1,0.000824402,0,0.694724264
One,J,One,7451,8215,Pos,Deletion_forward,9373,0,0,0,0,1,0.000921659,0,0.694724264
One,J,One,7490,7416,Pos,Insertion_forward,10211,0,0,0,0,1,0.000965251,0,0.694724264
One,J,One,7599,8197,Pos,Deletion_forward,9539,0,0,0,0,1,0.000341997,0,0.694724264
One,J,One,7611,129,Pos,Insertion_forward,17619,0,0,0,0,1,0.000338983,0,0.694724264
One,J,One,7647,1951,Pos,Insertion_forward,15833,0,0,0,0,1,0.000405022,0,0.694724264
One,J,One,7650,3011,Pos,Insertion_forward,14776,0,0,0,0,1,0.000423012,0,0.694724264
One,J,One,7664,7667,Pos,Deletion_forward,10134,0,0,0,0,1,0.000439947,0,0.694724264
One,J,One,7682,445,Pos,Insertion_forward,17374,0,0,0,0,1,0.000998004,0,0.694724264
One,J,One,7869,6612,Pos,Insertion_forward,11394,0,0,0,0,1,0.000807103,0,0.694724264
One,J,One,7886,746,Pos,Insertion_forward,17277,0,0,0,0,1,0.00090009,0,0.694724264
One,J,One,7925,7816,Pos,Insertion_forward,10246,0,0,0,0,1,0.000823045,0,0.694724264
One,J,One,7967,5692,Pos,Insertion_forward,12412,0,0,0,0,1,0.001008065,0,0.694724264
One,J,One,8099,1185,Pos,Insertion_forward,17051,0,0,0,0,1,0.000457247,0,0.694724264
One,J,One,8205,756,Pos,Insertion_forward,17586,0,0,0,0,1,0.000346741,0,0.694724264
One,J,One,8205,8588,Pos,Deletion_forward,9754,0,0,0,0,1,0.000346741,0,0.694724264
One,J,One,8296,6967,Pos,Insertion_forward,11466,0,0,0,0,1,0.000718907,0,0.694724264
One,J,One,8477,4583,Pos,Insertion_forward,14031,0,0,0,0,1,0.000581395,0,0.694724264
One,J,One,8601,8516,Pos,Insertion_forward,10222,0,0,0,0,1,0.000394011,0,0.694724264
One,J,One,8627,9179,Pos,Deletion_forward,9585,0,0,0,0,1,0.000420345,0,0.694724264
One,J,One,8814,8772,Pos,Insertion_forward,10179,0,0,0,0,1,0.000422297,0,0.694724264
One,J,One,8825,3291,Pos,Insertion_forward,15671,0,0,0,0,2,0.00080289,0,1.389448528
One,J,One,8840,7401,Pos,Insertion_forward,11576,0,0,0,0,1,0.000380228,0,0.694724264
One,J,One,8841,8778,Pos,Insertion_forward,10200,0,0,0,0,1,0.000379651,0,0.694724264
One,J,One,8882,8885,Pos,Deletion_forward,10134,0,0,0,0,1,0.000360231,0,0.694724264
One,J,One,9059,8739,Pos,Insertion_forward,10457,0,0,0,0,1,0.000458085,0,0.694724264
One,J,One,9078,9003,Pos,Insertion_forward,10212,0,0,0,0,1,0.000449438,0,0.694724264
One,J,One,920,664,Pos,Insertion_forward,10393,0,0,0,0,1,0.000413565,0,0.694724264
One,J,One,930,705,Pos,Insertion_forward,10362,0,0,0,0,1,0.000432339,0,0.694724264
One,J,One,931,8955,Pos,Deletion_forward,2113,0,0,0,0,1,0.000436872,0,0.694724264
One,J,One,9339,8690,Pos,Insertion_forward,10786,0,0,0,0,1,0.000820345,0,0.694724264
One,J,One,9389,9577,Pos,Deletion_forward,9949,0,0,0,0,1,0.002298851,0,0.694724264
One,J,One,9471,9123,Pos,Insertion_forward,10485,0,0,0,0,1,0.000437254,0,0.694724264
One,J,One,957,7236,Pos,Deletion_forward,3858,0,0,0,0,1,0.000576701,0,0.694724264
One,J,One,9613,1569,Pos,Insertion_forward,18181,0,0,0,0,1,0.000343289,0,0.694724264
One,J,One,961,3857,Pos,Deletion_forward,7241,0,0,0,0,1,0.000582751,0,0.694724264
One,J,One,9701,625,Pos,Insertion_forward,19213,0,0,0,0,1,0.000328731,0,0.694724264
One,J,One,971,3896,Pos,Deletion_forward,7212,0,0,0,0,1,0.000671592,0,0.694724264
One,J,One,9748,9856,Pos,Deletion_forward,10029,0,0,0,0,1,0.000397456,0,0.694724264
One,J,One,9790,2556,Pos,Insertion_forward,17371,0,0,0,0,1,0.000365764,0,0.694724264
One,J,One,983,7562,Pos,Deletion_forward,3558,0,0,0,0,1,0.00075643,0,0.694724264
One,J,One,5071,7046,Pos_Neg,5cb/sb,12117,0,0,0,0,1,0.000343525,0,0.694724264
One,J,One,8687,6867,Pos_Neg,5cb/sb,15554,0,0,0,0,2,0.002673797,0,1.389448528
One,J,One,9777,2009,Pos_Neg,5cb/sb,11786,0,0,0,0,1,0.000378072,0,0.694724264
One,J,One,1119,9867,Neg_Pos,3cb/sb,9288,0,0,0,0,2,0.002857143,0,1.389448528
One,J,One,1250,3944,Neg_Pos,3cb/sb,15080,0,0,0,0,1,0.000906618,0,0.694724264
One,J,One,2364,2355,Neg_Pos,3cb/sb,15555,0,0,0,0,1,0.001038422,0,0.694724264
One,J,One,3712,3619,Neg_Pos,3cb/sb,12943,0,0,0,0,1,0.000827815,0,0.694724264
One,J,One,435,382,Neg_Pos,3cb/sb,19457,0,0,0,0,1,0.000608273,0,0.694724264
One,J,One,4759,5211,Neg_Pos,3cb/sb,10304,0,0,0,0,1,0.000314762,0,0.694724264
One,J,One,9604,8339,Neg_Pos,3cb/sb,2331,0,0,0,0,1,0.000378072,0,0.694724264
One,J,One,10011,10008,Neg,Deletion_reverse,10134,1,0.000576701,0.000576369,1.173447236,0,0,0.000565611,0
One,J,One,10023,10019,Neg,Deletion_reverse,10133,1,0.000577034,0.000574053,1.173447236,0,0,0.000563063,0
One,J,One,128,7610,Neg,Insertion_reverse,17619,1,0.000536193,0.000901713,1.173447236,0,0,0.000336022,0
One,J,One,2156,2154,Neg,Deletion_reverse,10135,1,0.000690608,0.002375297,1.173447236,0,0,0.000555247,0
One,J,One,2272,2270,Neg,Deletion_reverse,10135,1,0.00137931,0.001390821,1.173447236,0,0,0.000361795,0
One,J,One,2279,6726,Neg,Insertion_reverse,14584,1,0.000530504,0.000940734,1.173447236,0,0,0.000798085,0
One,J,One,2284,2282,Neg,Deletion_reverse,10135,1,0.000509944,0.000516262,1.173447236,0,0,0.000378358,0
One,J,One,2313,2310,Neg,Deletion_reverse,10134,3,0.002982107,0.002988048,3.520341708,0,0,0.002710027,0
One,J,One,2330,2330,Neg,Insertion_reverse,10137,2,0.001821494,0.001821494,2.346894472,0,0,0.001754386,0
One,J,One,2784,2781,Neg,Deletion_reverse,10134,1,0.000701754,0.000708215,1.173447236,0,0,0.00044287,0
One,J,One,2844,2842,Neg,Deletion_reverse,10135,1,0.000861326,0.000869565,1.173447236,0,0,0.000610501,0
One,J,One,2847,2845,Neg,Deletion_reverse,10135,1,0.000846024,0.000851789,1.173447236,0,0,0.000603865,0
One,J,One,4056,4054,Neg,Deletion_reverse,10135,1,0.00097371,0.00097371,1.173447236,0,0,0.000609385,0
One,J,One,4149,4147,Neg,Deletion_reverse,10135,1,0.001349528,0.001364256,1.173447236,0,0,0.001347709,0
One,J,One,4830,4828,Neg,Deletion_reverse,10135,1,0.001347709,0.001386963,1.173447236,0,0,0.000372578,0
One,J,One,4834,4834,Neg,Insertion_reverse,10137,1,0.001256281,0.001256281,1.173447236,0,0,0.00036914,0
One,J,One,4920,4917,Neg,Deletion_reverse,10134,1,0.000914913,0.000925069,1.173447236,0,0,0.000319183,0
One,J,One,4992,4989,Neg,Deletion_reverse,10134,1,0.001077586,0.001078749,1.173447236,0,0,0.000467071,0
One,J,One,5061,5059,Neg,Deletion_reverse,10135,3,0.001132931,0.001135933,3.520341708,0,0,0.001116902,0
One,J,One,5229,5227,Neg,Deletion_reverse,10135,2,0.000634921,0.000677966,2.346894472,0,0,0.000627746,0
One,J,One,5258,5256,Neg,Deletion_reverse,10135,1,0.000805153,0.000808407,1.173447236,0,0,0.00031506,0
One,J,One,5288,5285,Neg,Deletion_reverse,10134,1,0.000754717,0.000762777,1.173447236,0,0,0.000274499,0
One,J,One,5327,4879,Neg,Deletion_reverse,9689,1,0.0008726,0.000359971,1.173447236,0,0,0.000286123,0
One,J,One,5328,5326,Neg,Deletion_reverse,10135,1,0.000867303,0.000893655,1.173447236,0,0,0.000334448,0
One,J,One,5331,5329,Neg,Deletion_reverse,10135,1,0.000863558,0.00086881,1.173447236,0,0,0.000328299,0
One,J,One,5365,5362,Neg,Deletion_reverse,10134,2,0.000635728,0.000630915,2.346894472,0,0,0.000631512,0
One,J,One,5382,5380,Neg,Deletion_reverse,10135,1,0.000332447,0.000327439,1.173447236,0,0,0.000347705,0
One,J,One,5394,5391,Neg,Deletion_reverse,10134,1,0.000838926,0.000847458,1.173447236,0,0,0.000403877,0
One,J,One,5401,5399,Neg,Deletion_reverse,10135,1,0.000904159,0.000847458,1.173447236,0,0,0.000420521,0
One,J,One,5428,5425,Neg,Deletion_reverse,10134,1,0.000980392,0.000874891,1.173447236,0,0,0.000504286,0
One,J,One,5433,5431,Neg,Deletion_reverse,10135,1,0.000983284,0.000984252,1.173447236,0,0,0.000531632,0
