lineage,sense,BP,RI,DVG_type,read_counts_virema,read_counts_ditector,pBP_virema,pRI_virema,pBP_ditector,pRI_ditector,rpht_virema,rpht_ditector,length_dvg,p(real),strain,rep,program
K,pos,9118,9978,Deletion_forward,0,1,0,0,0.000870322,0,0,0.9157341440632955,9277,0.5182007247780209,A,1,ditector
K,pos,6171,6094,Insertion_forward,0,1,0,0,0.000589275,0,0,1.617939715566198,10214,0.5407152855945805,A,3,ditector
K,pos,8969,8848,Insertion_forward,0,1,0,0,0.001066098,0,0,1.617939715566198,10258,0.5068871756810545,A,3,ditector
K,pos,6169,6092,Insertion_forward,0,1,0,0,0.00058309,0,0,1.4954389113204725,10215,0.5150577638906635,B,3,ditector
K,pos,6817,6639,Insertion_forward,0,1,0,0,0.002544529,0,0,1.9771442128988888,10316,0.5130046133928432,B,4,ditector
K,pos,2499,616,Insertion_forward,0,1,0,0,0.001082251,0,0,0.7831098859792006,12020,0.5220562550839172,A,6,ditector
K,pos,2235,7371,Deletion_forward,0,1,0,0,0.000576037,0,0,0.7026172492534691,5002,0.5415258400431823,B,6,ditector
K,pos,2962,5849,Deletion_forward,0,1,0,0,0.001310616,0,0,2.499937501562461,7251,0.5005158457656798,B,7,ditector
K,pos,5212,3019,Insertion_forward,0,1,0,0,0.001248439,0,0,2.499937501562461,12331,0.5130361249253882,B,7,ditector
L,pos,1994,3120,Deletion_forward,0,1,0,0,0.000242483,0,0,0.5047344087541136,9011,0.5249277044089065,A,2,ditector
L,pos,1402,5993,Deletion_forward,0,1,0,0,0.000530223,0,0,0.47499845625501713,5547,0.5005158457656798,B,2,ditector
L,pos,2881,3839,Deletion_forward,0,1,0,0,0.000510204,0,0,0.47499845625501713,9180,0.5571941737168286,B,2,ditector
L,pos,3035,4836,Deletion_forward,0,1,0,0,0.000255428,0,0,0.47499845625501713,8337,0.5043430198584998,B,2,ditector
L,pos,3296,3396,Deletion_forward,0,1,0,0,0.000339213,0,0,0.47499845625501713,10038,0.5043430198584998,B,2,ditector
L,pos,5376,9705,Deletion_forward,0,1,0,0,0.00027972,0,0,0.47499845625501713,5809,0.5130361249253882,B,2,ditector
L,pos,5995,1447,Insertion_forward,0,1,0,0,0.000583771,0,0,0.47499845625501713,14686,0.5070978030247592,B,2,ditector
L,pos,6885,4234,Insertion_forward,0,1,0,0,0.00034002,0,0,0.47499845625501713,12789,0.5043430198584998,B,2,ditector
L,pos,7381,5831,Insertion_forward,0,1,0,0,0.000191058,0,0,0.47499845625501713,11688,0.5013234255498392,B,2,ditector
L,pos,7804,9368,Deletion_forward,0,1,0,0,0.000659196,0,0,0.47499845625501713,8574,0.5367328059876947,B,2,ditector
L,pos,1860,4001,Deletion_forward,0,1,0,0,0.000735294,0,0,0.9725828883766618,7996,0.5018334240188363,A,3,ditector
L,pos,5287,5258,Insertion_forward,0,1,0,0,0.000429553,0,0,0.9725828883766618,10166,0.5043430198584998,A,3,ditector
L,pos,6468,3741,Insertion_forward,0,1,0,0,0.000424448,0,0,0.9725828883766618,12864,0.5304317549800861,A,3,ditector
L,pos,3644,6375,Deletion_forward,0,1,0,0,0.000743494,0,0,0.735786445,7406,0.532681175,A,6,ditector
L,pos,5554,6442,Deletion_forward,0,1,0,0,0.000438982,0,0,0.731726949,9250,0.579115601,B,6,ditector
L,pos,2800,3962,Deletion_forward,0,1,0,0,0.000480769,0,0,0.523859166,8975,0.563805245,A,7,ditector
L,pos,7608,7611,Deletion_forward,0,1,0,0,0.000241721,0,0,0.523859166,10134,0.529990322,A,7,ditector
L,pos,7932,3736,Insertion_forward,0,1,0,0,0.000557414,0,0,0.523859166,14333,0.613573052,A,7,ditector
L,pos,8792,4244,Insertion_forward,0,1,0,0,0.000289687,0,0,0.523859166,14685,0.508704495,A,7,ditector
L,pos,2183,843,Insertion_forward,0,1,0,0,0.000308737,0,0,0.478068603,11478,0.517518249,B,7,ditector
L,pos,4307,843,Insertion_forward,0,1,0,0,0.000380373,0,0,0.478068603,13602,0.508860077,B,7,ditector
L,pos,4425,6572,Deletion_forward,0,1,0,0,0.000481928,0,0,0.478068603,7991,0.50434302,B,7,ditector
L,pos,2954,9928,Deletion_forward,0,1,0,0,0.000295858,0,0,0.613918766,3163,0.515898522,A,8,ditector
L,pos,9485,681,Insertion_forward,0,1,0,0,0.000346861,0,0,0.613918766,18941,0.538727748,A,8,ditector
L,pos,2144,720,Insertion_forward,0,1,0,0,0.000470367,0,0,0.600676362,11562,0.512982132,B,8,ditector
L,pos,2515,2096,Insertion_forward,0,1,0,0,0.000748503,0,0,0.600676362,10557,0.521689877,B,8,ditector
L,pos,3058,6867,Deletion_forward,0,1,0,0,0.000227273,0,0,0.600676362,6329,0.517518249,B,8,ditector
M,pos,2997,5182,Deletion_forward,0,1,0,0,0.002008032,0,0,4.875670405,7953,0.514510442,B,2,ditector
M,pos,7413,7225,Insertion_forward,0,1,0,0,0.000378931,0,0,0.929065824,10326,0.525277289,B,3,ditector
M,pos,6141,8890,Deletion_forward,0,1,0,0,0.000327011,0,0,0.710610841,7388,0.50686554,A,4,ditector
M,pos,4159,4162,Deletion_forward,0,1,0,0,0.000512558,0,0,0.610329212,10135,0.529990322,B,4,ditector
M,pos,5167,8849,Deletion_forward,0,1,0,0,0.000280426,0,0,0.610329212,6456,0.500515846,B,4,ditector
M,pos,4639,6138,Deletion_forward,0,1,0,0,0.000993049,0,0,2.550630006,8639,0.50221056,B,7,ditector
M,pos,2846,2808,Insertion_forward,0,1,0,0,0.000585138,0,0,0.592785797,10175,0.502901438,A,9,ditector
M,pos,8882,789,Insertion_forward,0,1,0,0,0.000252207,0,0,0.592785797,18230,0.522045915,A,9,ditector
M,pos,9260,3051,Insertion_forward,0,1,0,0,0.00094162,0,0,0.592785797,16346,0.509697799,A,9,ditector
M,pos,950,5382,Deletion_forward,0,1,0,0,0.000419463,0,0,0.470610382,5706,0.502013352,B,9,ditector
M,pos,2276,3039,Deletion_forward,0,1,0,0,0.001097695,0,0,1.747915611,9375,0.55011727,B,10,ditector
N,pos,3838,3841,Deletion_forward,0,1,0,0,0.000350754,0,0,0.508766039,10135,0.502311465,B,1,ditector
N,pos,4659,9511,Deletion_forward,0,1,0,0,0.00265252,0,0,5.974072525,5286,0.55011727,B,2,ditector
N,pos,4356,6066,Deletion_forward,0,1,0,0,0.000439754,0,0,0.67096982,8428,0.529087677,B,3,ditector
N,pos,5922,2008,Insertion_forward,0,1,0,0,0.000362845,0,0,0.67096982,14052,0.587569713,B,3,ditector
N,pos,6938,4822,Insertion_forward,0,1,0,0,0.000546747,0,0,0.67096982,12254,0.518635723,B,3,ditector
N,pos,8729,9281,Deletion_forward,0,1,0,0,0.000714286,0,0,0.67096982,9586,0.505818304,B,3,ditector
N,pos,8147,6432,Insertion_forward,0,1,0,0,0.000579039,0,0,0.936522505,11853,0.503277791,B,4,ditector
P,pos,4359,4318,Insertion_forward,0,1,0,0,0.000623053,0,0,0.973615033,10179,0.527281655,B,1,ditector
P,pos,7229,6033,Insertion_forward,0,1,0,0,0.000691563,0,0,0.973615033,11334,0.551501944,B,1,ditector
P,pos,8342,2304,Insertion_forward,0,1,0,0,0.000786782,0,0,0.96137207,16175,0.505567578,A,2,ditector
P,pos,9684,4749,Insertion_forward,0,1,0,0,0.000453515,0,0,0.96137207,15072,0.501173966,A,2,ditector
P,pos,1641,3036,Deletion_forward,0,1,0,0,0.00141844,0,0,0.857640289,8743,0.503774676,B,2,ditector
P,pos,6927,8765,Deletion_forward,0,1,0,0,0.000534759,0,0,0.857640289,8300,0.50434302,B,2,ditector
P,pos,9470,7197,Insertion_forward,0,1,0,0,0.000581058,0,0,0.857640289,12411,0.505639237,B,2,ditector
P,pos,5865,484,Insertion_forward,0,1,0,0,0.00122399,0,0,1.984205722,15519,0.511373125,B,4,ditector
K,neg_pos,9006,9030,3cb/sb,1,0,0.000508647,0.000535906,0,0.000351247,0.7420819852177268,0,2240,0.7607252262031414,B,6,virema
K,neg_pos,9006,9030,3cb/sb,1,0,0.001841621,0.001937984,0,0.001375516,2.6502703275734123,0,2240,0.6477854588778524,B,7,virema
L,neg_pos,8327,8437,3cb/sb,1,0,0.000698812,0.000401445,0,0.000697837,0.4960415881267486,0,3512,0.7789129774620568,B,2,virema
L,neg_pos,9006,9030,3cb/sb,1,0,0.000868056,0.000946074,0,0.000493097,1.020095889,0,2240,0.579999056,B,3,virema
L,neg_pos,9006,9030,3cb/sb,1,0,0.000747384,0.000809061,0,0.000424268,0.86553109,0,2240,0.516658668,B,5,virema
L,neg_pos,8463,8488,3cb/sb,1,0,0.000528262,0.000436491,0,0.000296296,0.501869464,0,3325,0.727134848,B,7,virema
M,neg_pos,186,219,3cb/sb,1,0,0.000461894,0.000484496,0,0.000484966,0.635291726,0,19871,0.78388065,B,4,virema
M,neg_pos,4505,4524,3cb/sb,1,0,0.00102145,0.000905797,0,0.000896861,0.635291726,0,11247,0.65306701,B,4,virema
M,neg_pos,8312,8449,3cb/sb,1,0,0.000619963,0.000689655,0,0.000631313,0.635291726,0,3515,0.603757847,B,4,virema
M,neg_pos,8259,8290,3cb/sb,1,0,0.001373626,0.002293578,0,0.001757469,2.616499647,0,3727,0.566473629,B,7,virema
M,neg_pos,5048,5064,3cb/sb,1,0,0.000723066,0.000631712,0,0.00029129,0.498690936,0,10164,0.548589049,B,9,virema
M,neg_pos,8463,8488,3cb/sb,1,0,0.000464468,0.000384025,0,0.000309023,0.498690936,0,3325,0.74565902,B,9,virema
N,neg_pos,1444,1488,3cb/sb,1,0,0.002105263,0.000626174,0,0.000418936,0.529167725,0,17344,0.515685599,B,1,virema
N,neg_pos,9833,9853,3cb/sb,1,0,0.000768049,0.00076746,0,0.000576701,0.529167725,0,590,0.818758032,B,1,virema
N,neg_pos,9833,9853,3cb/sb,1,0,0.001222494,0.001230012,0,0.000793651,0.690350284,0,590,0.792459409,B,3,virema
P,neg_pos,4505,4524,3cb/sb,1,0,0.001526718,0.001362398,0,0.001358696,1.028647842,0,11247,0.705841117,B,1,virema
P,neg_pos,1533,1547,3cb/sb,1,0,0.000874891,0.000825083,0,0.000802568,0.90806727,0,17196,0.810788037,B,2,virema
P,neg_pos,5011,818,3cb/sb,1,0,0.000583431,0.001381215,0,0.000457247,1.632386549,0,14445,0.803531824,A,3,virema
L,neg_pos,1322,1306,3cb/sb,0,1,0,0,0.000563063,0,0,0.478068603,17648,0.53740286,B,7,ditector
M,neg_pos,2622,2594,3cb/sb,0,1,0,0,0.000634518,0,0,0.592785797,15058,0.53740286,A,9,ditector
L,pos_neg,7423,9499,5cb/sb,1,1,0.000488998,0.000413565,0.000411862,0.000402576,0.75562373,0.731726949,16922,0.539431983,B,6,both
L,pos_neg,8215,7443,5cb/sb,1,1,0.00056338,0.000577367,0.000344709,0.000479157,0.75562373,0.731726949,15658,0.730447827,B,6,both
L,pos_neg,8294,9276,5cb/sb,1,1,0.000747384,0.000627746,0.000489237,0.000525486,0.75562373,0.731726949,17570,0.716543748,B,6,both
M,pos_neg,2200,8814,5cb/sb,1,1,0.003759398,0.001879699,0.002898551,0.001919386,5.014793641,4.875670405,11014,0.839227293,B,2,both
M,pos_neg,2917,2639,5cb/sb,1,1,0.004504505,0.021276596,0.003076923,0.005405405,5.014793641,4.875670405,5556,0.744136107,B,2,both
N,pos_neg,8455,9642,5cb/sb,1,1,0.000454133,0.000364299,0.000402414,0.000369413,0.529167725,0.508766039,18097,0.530779121,B,1,both
N,pos_neg,906,8343,5cb/sb,1,1,0.000598802,0.000853242,0.000422119,0.000641849,0.690350284,0.67096982,9249,0.604986151,B,3,both
E,pos_neg,8840,7413,5cb/sb,1,0,0.000620732,0.000812348,0,0.000728863,1.4114126829543692,0,16253,0.5851020655458858,B,2,virema
L,pos_neg,2200,2293,5cb/sb,1,0,0.000587199,0.000409668,0,0.000418936,0.75562373,0,4493,0.834576125,B,6,virema
L,pos_neg,9694,9603,5cb/sb,1,0,0.000805802,0.000712758,0,0.000406339,0.75562373,0,19297,0.504094262,B,6,virema
L,pos_neg,6191,7424,5cb/sb,1,0,0.000232829,0.00028082,0,0.000250564,0.501869464,0,13615,0.805041565,B,7,virema
L,pos_neg,9794,8153,5cb/sb,1,0,0.000438212,0.000659631,0,0.000267237,0.501869464,0,17947,0.681716183,B,7,virema
L,pos_neg,9830,1635,5cb/sb,0,2,0,0,0.001015228,0,0,0.9499969125100343,11465,0.5216898771612175,B,2,ditector
C,pos_neg,7523,3106,5cb/sb,0,1,0,0,0.000892061,0,0,0.7118603045338383,10629,0.5016234567672823,A,1,ditector
J,neg,8341,8341,Insertion_reverse,52,0,0.049242424,0.049242424,0,0.036542515811665496,40.54802211426745,0,10138,0.7983602043182162,B,1,virema
M,neg,274,272,Deletion_reverse,32,0,0.695652174,0.727272727,0,0.680851064,537.0929842,0,10136,0.606728865,B,5,virema
J,neg,8341,8341,Insertion_reverse,27,0,0.031431898,0.031431898,0,0.019054340155257588,19.921641543263163,0,10138,0.670699288,B,3,virema
J,neg,8341,8341,Insertion_reverse,19,0,0.026760563,0.026760563,0,0.016493055555555556,18.736379145423886,0,10138,0.5829796942689187,B,2,virema
N,neg,4787,4787,Insertion_reverse,18,0,0.006979449,0.006979449,0,0.005325444,9.52501905,0,10138,0.719087404,B,1,virema
J,neg,8341,8342,Insertion_reverse,13,0,0.012310606,0.012948207171314742,0,0.009097271,10.137005528566862,0,10139,0.697672184,B,1,virema
M,neg,4787,4787,Insertion_reverse,10,0,0.003869969,0.003869969,0,0.002959455,4.986909363,0,10138,0.719087404,B,9,virema
M,neg,4787,4787,Insertion_reverse,10,0,0.010070493,0.010070493,0,0.006821282,12.17833961,0,10138,0.701762259,B,11,virema
K,neg,4787,4787,Insertion_reverse,9,0,0.007364975,0.007364975,0,0.004744333,6.678737866959541,0,10138,0.5527470004028385,B,6,virema
L,neg,4645,4645,Insertion_reverse,8,0,0.004004004,0.004004004,0,0.001563722,4.01495571,0,10138,0.57819114,B,7,virema
M,neg,4787,4787,Insertion_reverse,8,0,0.006006006,0.006006006,0,0.00441989,7.842675921,0,10138,0.742977641,B,3,virema
C,neg,4787,4787,Insertion_reverse,7,0,0.004050926,0.004050926,0,0.002787734,4.363763309478094,0,10138,0.7800870158480926,B,1,virema
J,neg,4787,4787,Insertion_reverse,7,0,0.004905396,0.004905396,0,0.00295733,5.4583875923052325,0,10138,0.6887318854363378,B,1,virema
L,neg,4787,4787,Insertion_reverse,7,0,0.003242242,0.003242242,0,0.002113527,3.513086246,0,10138,0.704782368,B,7,virema
P,neg,4787,4787,Insertion_reverse,7,0,0.005967604,0.005967604,0,0.003787879,7.200534897,0,10138,0.780087016,B,1,virema
J,neg,8341,8342,Insertion_reverse,6,0,0.006984866,0.007237636,0,0.004213483,4.427031454058481,0,10139,0.5787512778741294,B,3,virema
K,neg,4787,4787,Insertion_reverse,6,0,0.006749156,0.006749156,0,0.004360465,7.458975634012929,0,10138,0.7800870158480926,B,2,virema
L,neg,4787,4787,Insertion_reverse,6,0,0.005649718,0.005649718,0,0.003034901,6.120575334,0,10138,0.704782368,B,3,virema
M,neg,2972,2970,Deletion_reverse,6,0,0.001820941,0.001958225,0,0.001767305,3.811750356,0,10136,0.525269932,B,4,virema
M,neg,4787,4787,Insertion_reverse,6,0,0.003019628,0.003019628,0,0.002076125,3.811750356,0,10138,0.780087016,B,4,virema
M,neg,4787,4787,Insertion_reverse,6,0,0.008275862,0.008275862,0,0.005524862,10.91047952,0,10138,0.780087016,B,10,virema
C,neg,4787,4787,Insertion_reverse,5,0,0.005524862,0.005524862,0,0.003115265,5.405054807255746,0,10138,0.7800870158480926,B,2,virema
C,neg,4787,4787,Insertion_reverse,5,0,0.006451613,0.006451613,0,0.003663004,5.803493703209332,0,10138,0.7800870158480926,B,3,virema
E,neg,4787,4787,Insertion_reverse,5,0,0.006369427,0.006369427,0,0.003968254,7.057063414771845,0,10138,0.6602429544380634,B,2,virema
J,neg,8341,8343,Insertion_reverse,5,0,0.004734848,0.005065856,0,0.003496503,3.8988482802180235,0,10140,0.6085590175376457,B,1,virema
K,neg,4787,4787,Insertion_reverse,5,0,0.007496252,0.007496252,0,0.004424779,8.147303242626691,0,10138,0.7464843674762807,B,8,virema
L,neg,1571,1568,Deletion_reverse,5,0,0.002518892,0.002574665,0,0.002565418,2.509347319,0,10135,0.740603971,B,7,virema
M,neg,3456,3454,Deletion_reverse,5,0,0.001399384,0.001397038,0,0.001653439,3.17645863,0,10136,0.727633887,B,4,virema
N,neg,4787,4787,Insertion_reverse,5,0,0.003742515,0.003742515,0,0.002723312,4.857623068,0,10138,0.719087404,B,4,virema
P,neg,4787,4787,Insertion_reverse,5,0,0.007451565,0.007451565,0,0.005353319,10.5212213,0,10138,0.704782368,B,4,virema
C,neg,4388,4386,Deletion_reverse,4,0,0.002183406,0.002224694,0,0.00169348,2.493579033987482,0,10136,0.705950055,B,1,virema
J,neg,172,170,Deletion_reverse,4,0,0.002183406,0.00212766,0,0.002115283,3.119078624174419,0,10136,0.699532742,B,1,virema
J,neg,8341,8342,Insertion_reverse,4,0,0.005633803,0.005788712,0,0.003460208,3.944500872720818,0,10139,0.5300183477283591,B,2,virema
J,neg,4645,4645,Insertion_reverse,4,0,0.002985075,0.002985075,0,0.001112966,2.951354302705654,0,10138,0.5828306185679749,B,3,virema
J,neg,4787,4787,Insertion_reverse,4,0,0.003322259,0.003322259,0,0.001752848,2.951354302705654,0,10138,0.7800870158480926,B,3,virema
K,neg,172,170,Deletion_reverse,4,0,0.002467613,0.002368265,0,0.002361275,3.091022896752108,0,10136,0.7922852034892499,B,1,virema
K,neg,4787,4787,Insertion_reverse,4,0,0.007155635,0.007155635,0,0.004310345,8.195713641765357,0,10138,0.6358630450023682,B,4,virema
K,neg,1538,1535,Deletion_reverse,4,0,0.002892263,0.002934703,0,0.002857143,2.9683279408709073,0,10135,0.8178325110080042,B,6,virema
L,neg,2313,2310,Deletion_reverse,4,0,0.002539683,0.002541296,0,0.002358491,3.3834936263438817,0,10134,0.7226790020195387,A,2,virema
L,neg,4787,4787,Insertion_reverse,4,0,0.002956393,0.002956393,0,0.001728608,3.022494918,0,10138,0.666640844,B,6,virema
L,neg,6709,6707,Deletion_reverse,4,0,0.001677149,0.001652893,0,0.001650165,2.007477855,0,10136,0.770667769,B,7,virema
M,neg,3614,3611,Deletion_reverse,4,0,0.004884005,0.00498132,0,0.004561003,3.921337961,0,10135,0.578751278,B,3,virema
M,neg,5446,5444,Deletion_reverse,4,0,0.002178649,0.002186987,0,0.001975309,2.541166904,0,10136,0.754008672,B,4,virema
M,neg,4787,4787,Insertion_reverse,4,0,0.008988764,0.008988764,0,0.005532503,10.46599859,0,10138,0.780087016,B,7,virema
M,neg,4645,4645,Insertion_reverse,4,0,0.001773836,0.001773836,0,0.000796972,1.994763745,0,10138,0.673345216,B,9,virema
M,neg,8879,8877,Deletion_reverse,4,0,0.000975372,0.000977278,0,0.000992063,1.994763745,0,10136,0.774219662,B,9,virema
M,neg,2245,2243,Deletion_reverse,4,0,0.00505689,0.005006258,0,0.00330033,4.871335842,0,10136,0.718877294,B,11,virema
N,neg,3456,3454,Deletion_reverse,4,0,0.001471129,0.001467351,0,0.001119821,2.1166709,0,10136,0.808379211,B,1,virema
N,neg,4705,4702,Deletion_reverse,4,0,0.000892459,0.000903751,0,0.000706839,2.1166709,0,10135,0.736947664,B,1,virema
N,neg,4788,4786,Deletion_reverse,4,0,0.001553398,0.001563111,0,0.001182383,2.1166709,0,10136,0.709699122,B,1,virema
N,neg,6940,6938,Deletion_reverse,4,0,0.001498127,0.001465201,0,0.001457195,2.1166709,0,10136,0.721322142,B,1,virema
N,neg,8260,8257,Deletion_reverse,4,0,0.001212856,0.001204094,0,0.001203732,2.1166709,0,10135,0.722786816,B,1,virema
N,neg,4787,4787,Insertion_reverse,4,0,0.002115283,0.002115283,0,0.00140994,2.761401135,0,10138,0.655445793,B,3,virema
P,neg,5456,5454,Deletion_reverse,4,0,0.003294893,0.003267974,0,0.002934703,3.632269078,0,10136,0.767283179,B,2,virema
P,neg,2330,2330,Insertion_reverse,4,0,0.004956629,0.004956629,0,0.00472255,6.529546197,0,10137,0.853927983,A,3,virema
P,neg,4645,4645,Insertion_reverse,4,0,0.003212851,0.003212851,0,0.00132144,3.558307313,0,10138,0.595106266,B,3,virema
P,neg,4787,4787,Insertion_reverse,4,0,0.003012048,0.003012048,0,0.001949318,3.558307313,0,10138,0.704782368,B,3,virema
C,neg,3614,3611,Deletion_reverse,3,0,0.002529511,0.002610966,0,0.002531646,1.8701842754906117,0,10135,0.5787512778741294,B,1,virema
C,neg,4788,4786,Deletion_reverse,3,0,0.001737116,0.001741149,0,0.001194268,1.8701842754906117,0,10136,0.7317010751014462,B,1,virema
C,neg,5456,5454,Deletion_reverse,3,0,0.001405152,0.001392758,0,0.001292546,1.8701842754906117,0,10136,0.7066138028436774,B,1,virema
C,neg,7825,7822,Deletion_reverse,3,0,0.001541624,0.00155521,0,0.00150075,1.8701842754906117,0,10135,0.539340531,B,1,virema
C,neg,2966,2963,Deletion_reverse,3,0,0.001726122,0.001726122,0,0.001506024,3.2430328843534473,0,10135,0.8539279832491762,B,2,virema
C,neg,853,853,Insertion_reverse,3,0,0.002757353,0.002757353,0,0.001791045,5.8150804419461135,0,10137,0.670699288,A,3,virema
C,neg,864,864,Insertion_reverse,3,0,0.002757353,0.002757353,0,0.001791045,3.482096221925599,0,10138,0.670699288,B,3,virema
J,neg,2330,2330,Insertion_reverse,3,0,0.00286533,0.00286533,0,0.002729754,4.272773884806016,0,10137,0.7490205651054946,A,1,virema
J,neg,4788,4786,Deletion_reverse,3,0,0.002111189,0.002112676,0,0.001264755,2.339308968130814,0,10136,0.5556721465062692,B,1,virema
J,neg,5452,5449,Deletion_reverse,3,0,0.002086231,0.002076125,0,0.001857585,2.339308968130814,0,10135,0.7594929376294425,B,1,virema
J,neg,6167,6165,Deletion_reverse,3,0,0.001587302,0.001589825,0,0.00096432,2.339308968130814,0,10136,0.7594929376294425,B,1,virema
J,neg,7393,7391,Deletion_reverse,3,0,0.001153403,0.001159644,0,0.001008403,2.339308968130814,0,10136,0.78536354,B,1,virema
J,neg,8260,8257,Deletion_reverse,3,0,0.001243266,0.001240182,0,0.001259446,2.339308968130814,0,10135,0.8019741203775066,B,1,virema
J,neg,3434,3432,Deletion_reverse,3,0,0.001106195,0.001103753,0,0.001145913,2.9583756545406135,0,10136,0.7395179706161678,B,2,virema
J,neg,5475,5473,Deletion_reverse,3,0,0.003432494,0.003412969,0,0.003167899,2.9583756545406135,0,10136,0.77249448,B,2,virema
J,neg,5237,5234,Deletion_reverse,3,0,0.00092393,0.000919963,0,0.000901713,3.6675713342624516,0,10134,0.7733698326986386,A,3,virema
J,neg,172,170,Deletion_reverse,3,0,0.001738123,0.001662971,0,0.00166021,2.2135157270292405,0,10136,0.7922852034892499,B,3,virema
K,neg,4653,4649,Deletion_reverse,3,0,0.001733102,0.001792115,0,0.000862813,2.318267172564081,0,10134,0.6334999156858686,B,1,virema
K,neg,4787,4787,Insertion_reverse,3,0,0.002039429,0.002039429,0,0.001510574,2.318267172564081,0,10138,0.7047823676193482,B,1,virema
K,neg,6891,6889,Deletion_reverse,3,0,0.00148662,0.001494768,0,0.001487357,2.318267172564081,0,10136,0.726028,B,1,virema
K,neg,6956,6954,Deletion_reverse,3,0,0.001603421,0.001638449,0,0.001635769,2.318267172564081,0,10136,0.7922852034892499,B,1,virema
K,neg,9304,9302,Deletion_reverse,3,0,0.004746835,0.004754358,0,0.003926702,3.7294878170064645,0,10136,0.7653422712013478,B,2,virema
K,neg,4787,4787,Insertion_reverse,3,0,0.005128205,0.005128205,0,0.003045685,4.656721978175496,0,10138,0.7800870158480926,B,3,virema
K,neg,1537,1535,Deletion_reverse,3,0,0.004081633,0.004132231,0,0.004016064,4.359134566484068,0,10136,0.8178325110080042,B,5,virema
K,neg,6231,6229,Deletion_reverse,3,0,0.006622517,0.006651885,0,0.002483444,4.359134566484068,0,10136,0.5477049811491657,B,5,virema
K,neg,7181,7179,Deletion_reverse,3,0,0.002575107,0.002583979,0,0.002555366,2.2262459556531806,0,10136,0.5781911402381413,B,6,virema
L,neg,8261,8258,Deletion_reverse,3,0,0.001241722,0.001253656,0,0.000838692,2.537620219757911,0,10134,0.7949476074085348,A,2,virema
L,neg,1537,1535,Deletion_reverse,3,0,0.001354402,0.001381215,0,0.001323335,1.4881247643802455,0,10136,0.5022379654857243,B,2,virema
L,neg,193,190,Deletion_reverse,3,0,0.001117318,0.001116071,0,0.001113999,1.4881247643802455,0,10135,0.7238037940634529,B,2,virema
L,neg,2266,2264,Deletion_reverse,3,0,0.001606856,0.001605136,0,0.000901172,1.4881247643802455,0,10136,0.7632177610150154,B,2,virema
L,neg,3434,3432,Deletion_reverse,3,0,0.000614628,0.000612996,0,0.000611247,1.4881247643802455,0,10136,0.7058437471278336,B,2,virema
L,neg,4866,4864,Deletion_reverse,3,0,0.000602531,0.000601805,0,0.000586854,1.4881247643802455,0,10136,0.8572474607601386,B,2,virema
L,neg,4876,4874,Deletion_reverse,3,0,0.000617157,0.000619067,0,0.000586052,1.4881247643802455,0,10136,0.6311447795531895,B,2,virema
